design_id,wall_material,wall_structural_thickness_m,wall_insulation_thickness_m,roof_insulation_thickness_m,floor_insulation_thickness_m,length_m,width_m,height_m,orientation_deg,window_area_m2,window_wall_orientation,door_area_m2,door_wall_orientation,window_solar_heat_gain_coefficient,window_u_value_w_m2k,door_u_value_w_m2k,has_thermal_mass,thermal_mass_material,thermal_mass_kg,thermal_mass_specific_heat_j_kgk,thermal_mass_heat_capacity_j_k,occupant_count,sensible_heat_per_person_w,equipment_heat_w,lighting_heat_w,floor_area_m2,volume_m3,net_wall_area_m2,weather_scenario_id,weather_name,weather_season,weather_date,weather_effective_date,latitude,longitude,weather_source,weather_data_category,weather_provenance,weather_retrieval_status,weather_record_count,skipped_missing_required_records,mean_outdoor_temperature_c,minimum_outdoor_temperature_c,maximum_outdoor_temperature_c,daily_solar_sum_wh_m2,mean_wind_speed_m_s,mean_relative_humidity_percent,percent_time_comfortable,percent_time_below_comfort,percent_time_above_comfort,minimum_indoor_temperature_c,maximum_indoor_temperature_c,mean_indoor_temperature_c,indoor_temperature_range_c,degree_hours_below_comfort,degree_hours_above_comfort,total_heat_loss_kwh,total_solar_gain_kwh,thermal_mass_absorbed_kwh,thermal_mass_released_kwh,thermal_mass_net_kwh
D0181,earth_adobe,0.35,0.1676,0.1359,0.0,5.892,4.0,3.0,270.0,1.555,east,2.0,south,0.68,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,23.568,70.70400000000001,55.797000000000004,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-10.179688453665856,7.06153841222271,-3.163228331948474,17.241226865888564,507.9174799667634,0.0,9.070510224272388,3.78570348,0.0,0.0,0.0
D0182,earth_adobe,0.35,0.1732,0.0982,0.1702,4.983,4.0,3.0,0.0,1.004,west,2.0,south,0.438,5.0,2.0,1,water,2468.7,4186.0,10333978.2,2,75.0,50.0,20.0,19.932,59.79599999999999,50.894,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,8.638200561777888,9.864700531759363,9.46256470279406,1.2264999699814751,204.89844713294255,0.0,10.790656193291412,1.5744001103999998,0.7727734284249629,4.681886124913728,-3.909112696488765
D0183,earth_adobe,0.35,0.1753,0.0,0.0,4.113,4.0,3.0,180.0,1.321,west,2.0,east,0.57,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,16.452,49.35600000000001,45.357000000000006,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-10.569517808000757,4.709805552393014,-4.065922756952849,15.279323360393771,529.5821461668685,0.0,7.975810145300156,2.6957831939999997,0.0,0.0,0.0
D0184,earth_adobe,0.35,0.1796,0.1022,0.0,4.452,4.0,3.0,90.0,3.81,east,2.0,west,0.708,5.0,2.0,1,water,2501.5,4186.0,10471279.0,2,75.0,50.0,20.0,17.808,53.424,44.902,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,3.255175447453373,9.299826991400804,7.103760157107241,6.044651543947431,261.5097562294262,0.0,34.67622409156673,9.657517896,3.1803344965314855,22.798928856466457,-19.61859435993497
D0185,earth_adobe,0.35,0.1802,0.1119,0.1139,5.304,4.0,3.0,270.0,2.089,west,2.0,south,0.495,5.0,2.0,1,stone,1826.9,900.0,1644210.0,2,75.0,50.0,20.0,21.216,63.648,51.735,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,2.9342717973226113,11.6664592585592,7.912571944732751,8.732187461236588,242.098273326414,0.0,12.359124913915831,3.7021237109999996,2.039676907647786,5.266771621015616,-3.2270947133678303
D0186,earth_adobe,0.35,0.1864,0.1613,0.148,4.599,4.0,3.0,0.0,1.345,east,2.0,east,0.462,5.0,2.0,1,water,2742.5,4186.0,11480105.0,2,75.0,50.0,20.0,18.396,55.188,48.249,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,9.13518954327782,10.132033378248172,9.755773241841098,0.9968438349703526,197.86144219581365,0.0,10.27841921123646,2.224700478,1.4206597520593933,4.178469432134001,-2.757809680074608
D0187,earth_adobe,0.35,0.1896,0.0,0.1567,4.301,4.0,3.0,0.0,0.666,east,2.0,north,0.768,5.0,2.0,1,stone,2208.1,900.0,1987290.0,2,75.0,50.0,20.0,17.204,51.612,47.14,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-5.041212987132235,7.158557451728827,0.6922346087862888,12.199770438861062,415.386369389129,0.0,15.673123965052294,1.8312293376000002,1.102277228737935,9.405402827959605,-8.303125599221671
D0188,earth_adobe,0.35,0.1899,0.1293,0.0955,4.88,4.0,3.0,180.0,3.95,east,2.0,west,0.762,5.0,2.0,1,water,1816.9,4186.0,7605543.4,2,75.0,50.0,20.0,19.52,58.56,47.33,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,9.194215081636067,12.81168941222803,10.892329912067815,3.617474330591964,170.58408211037246,0.0,17.774115170407118,10.77604398,7.462795757113773,9.165138025914429,-1.7023422688006553
D0189,earth_adobe,0.35,0.1993,0.0,0.1627,5.654,4.0,3.0,90.0,2.67,south,2.0,east,0.744,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,22.616,67.848,53.254,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-10.067666506789203,11.354421134005195,-1.959861997289436,21.4220876407944,479.0366879349464,0.0,12.395573184305572,7.111995696,0.0,0.0,0.0
D0190,stone,0.35,0.0,0.0,0.0759,5.015,4.0,3.0,0.0,0.514,west,2.0,west,0.797,5.0,2.0,1,stone,1984.6,900.0,1786140.0,2,75.0,50.0,20.0,20.06,60.17999999999999,51.57599999999999,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-9.032023586680861,1.312354645539971,-4.2430702356560595,10.344378232220832,533.8336856557454,0.0,16.58881430045009,1.4666575716000003,4.117663475785454,13.560401978317161,-9.442738502531707
D0191,stone,0.35,0.0,0.0,0.0862,5.138,4.0,3.0,0.0,2.566,south,2.0,west,0.402,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,20.552,61.656,50.262,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-11.266275483031782,3.3386870844047087,-4.938743480420137,14.604962567436491,550.5298435300831,0.0,8.973091038047246,3.6930908664,0.0,0.0,0.0
D0192,stone,0.35,0.0,0.0683,0.1631,5.64,4.0,3.0,180.0,3.988,south,2.0,east,0.561,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,22.56,67.67999999999999,51.852,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-10.940414650240541,7.330888532170406,-3.6556829412333696,18.271303182410946,519.7363905896009,0.0,13.289897059744115,8.0098668936,0.0,0.0,0.0
D0193,stone,0.35,0.0,0.0687,0.1618,5.26,4.0,3.0,270.0,3.479,east,2.0,north,0.694,5.0,2.0,1,water,2245.3,4186.0,9398825.8,2,75.0,50.0,20.0,21.04,63.12,50.081,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-2.650999412351416,8.4719737908927,3.1300057456113657,11.122973203244117,356.87986210532716,0.0,47.21934379077847,8.6441279652,1.583740847974274,34.612779645916866,-33.02903879794259
D0194,stone,0.35,0.0,0.0708,0.1512,5.821,4.0,3.0,180.0,1.209,west,2.0,south,0.681,5.0,2.0,1,stone,1116.7,900.0,1005030.0,2,75.0,50.0,20.0,23.284,69.852,55.717,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-9.012208927941145,3.113556961005456,-4.057360783637198,12.125765888946601,529.3766588072926,0.0,12.957891847810592,2.9476824858,3.2200316983440698,8.52776512580204,-5.30773342745797
D0195,stone,0.35,0.0,0.0719,0.0966,4.288,4.0,3.0,0.0,3.723,south,2.0,north,0.514,5.0,2.0,1,stone,2541.4,900.0,2287260.0,2,75.0,50.0,20.0,17.152,51.456,44.005,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-7.9737428977884095,4.577596978773867,-1.4971854718870645,12.551339876562277,467.93245132528955,0.0,23.859052672692734,6.8511494844,4.457001178402235,15.876618728512101,-11.419617550109866
D0196,stone,0.35,0.0,0.0906,0.1495,4.224,4.0,3.0,180.0,1.117,west,2.0,north,0.621,5.0,2.0,1,stone,674.1,900.0,606690.0,2,75.0,50.0,20.0,16.896,50.688,46.227000000000004,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-9.206014273077106,3.708146567608047,-4.087713541661224,12.914160840685152,530.1051249998693,0.0,10.241385559225701,2.4834307914,2.1763589556764655,5.364926945092413,-3.1885679894159473
D0197,stone,0.35,0.0,0.0911,0.0,4.559,4.0,3.0,90.0,1.825,north,2.0,east,0.536,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,18.236,54.708,47.528999999999996,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-11.187569507252652,3.491880430969585,-4.840590566845277,14.679449938222238,548.1741736042867,0.0,8.782151734453109,3.50215164,0.0,0.0,0.0
D0198,stone,0.35,0.0,0.1798,0.065,4.409,4.0,3.0,180.0,3.103,east,2.0,north,0.792,5.0,2.0,1,water,2457.4,4186.0,10286676.4,2,75.0,50.0,20.0,17.636,52.908,45.351,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-1.2727191549041201,8.746088756003846,4.104547027672036,10.018807910907967,333.4908713358711,0.0,46.48820096315483,8.7986135952,1.5120312589885303,33.722812951927466,-32.21078169293894
D0199,stone,0.35,0.0,0.1987,0.0784,4.248,4.0,3.0,90.0,2.443,south,2.0,south,0.717,5.0,2.0,1,water,2390.2,4186.0,10005377.2,2,75.0,50.0,20.0,16.992,50.976,45.045,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-1.4632342805336984,8.758783720306228,3.7921781735767244,10.222018000839928,340.9877238341586,0.0,43.60541227995879,6.2711893062,0.5669495018246259,32.42638919868859,-31.859439696863962
D0200,stone,0.35,0.0501,0.1577,0.1245,5.62,4.0,3.0,180.0,1.473,south,2.0,south,0.683,5.0,2.0,1,stone,1535.1,900.0,1381590.0,2,75.0,50.0,20.0,22.48,67.44,54.247,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-2.4339481900367157,8.803482832421038,4.065879833793535,11.237431022457754,334.41888398895514,0.0,13.933246053743368,3.6018924318000005,1.806385494114575,6.578223960745915,-4.7718384666313405
D0201,stone,0.35,0.0589,0.1379,0.0,5.359,4.0,3.0,90.0,1.249,west,2.0,north,0.483,5.0,2.0,1,water,1674.9,4186.0,7011131.4,2,75.0,50.0,20.0,21.436,64.30799999999999,52.904999999999994,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-1.7093264378897277,8.74400841094478,3.340914668549092,10.453334848834507,351.8180479548218,0.0,30.49515826312784,2.1598165134,0.0,22.80434062820523,-22.80434062820523
D0202,stone,0.35,0.0601,0.0,0.0,4.873,4.0,3.0,270.0,0.622,west,2.0,east,0.729,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,19.492,58.476,50.616,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-10.908066222574954,2.9702546157333543,-4.7722986515497245,13.878320838308309,546.5351676371935,0.0,6.903415208359432,1.6233987275999997,0.0,0.0,0.0
D0203,stone,0.35,0.0601,0.0527,0.1452,4.687,4.0,3.0,90.0,3.857,east,2.0,west,0.616,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,18.748,56.244,46.265,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,8.333333333333329,83.33333333333334,8.333333333333334,-8.05653913773022,25.501995226273465,3.0834680267269587,33.558534364003684,381.03181200097134,2.4681307851085776,13.810640103710053,8.5062401424,0.0,0.0,0.0
D0204,stone,0.35,0.062,0.1979,0.0797,5.147,4.0,3.0,0.0,2.243,west,2.0,south,0.551,5.0,2.0,1,water,581.5,4186.0,2434159.0,2,75.0,50.0,20.0,20.588,61.764,50.639,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,0.9991274031084646,9.636201929866571,6.296186544151454,8.637074526758106,280.89152294036506,0.0,15.976041594618389,4.4247441186000005,2.0930536747677055,8.17904118576129,-6.085987510993585
D0205,stone,0.35,0.0622,0.0,0.1241,4.815,4.0,3.0,90.0,2.433,south,2.0,south,0.443,5.0,2.0,1,water,2478.6,4186.0,10375419.6,2,75.0,50.0,20.0,19.26,57.78,48.457,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,1.2251098421517448,9.191317275278452,5.401757531627253,7.966207433126708,302.35781924094596,0.0,34.597580671458445,3.8588075838,0.026444014736698503,25.316212717955,-25.289768703218304
D0206,stone,0.35,0.0741,0.1245,0.1948,5.927,4.0,3.0,180.0,3.495,west,2.0,north,0.638,5.0,2.0,1,water,1432.7,4186.0,5997282.2,2,75.0,50.0,20.0,23.708,71.124,54.06699999999999,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,5.9309197224328924,11.137797723326871,9.015339174143152,5.206878000893979,215.63185982056436,0.0,20.138364050282856,7.9831657620000005,4.22014767049388,10.998876203556177,-6.7787285330622975
D0207,stone,0.35,0.0818,0.1248,0.0,5.366,4.0,3.0,270.0,3.402,west,2.0,south,0.421,5.0,2.0,1,water,1805.4,4186.0,7557404.4,2,75.0,50.0,20.0,21.464,64.392,50.794,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-1.0267702816059052,8.793010195535757,4.117730101366447,9.819780477141663,333.17447756720526,0.0,33.79265869572376,5.127712808399999,0.6577616036523718,23.806028893651735,-23.148267289999364
D0208,stone,0.35,0.0873,0.0742,0.1832,5.555,4.0,3.0,90.0,2.217,south,2.0,east,0.615,5.0,2.0,1,water,1348.3,4186.0,5643983.8,2,75.0,50.0,20.0,22.22,66.66,53.113,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,5.664394878119252,10.058856143123423,8.463440659577051,4.394461265004171,228.87742417015076,0.0,17.055024589889296,4.881441591,2.3196286772471857,9.116874530328289,-6.797245853081103
D0209,stone,0.35,0.0936,0.0884,0.0747,4.09,4.0,3.0,90.0,2.023,west,2.0,west,0.757,5.0,2.0,1,water,2520.6,4186.0,10551231.6,2,75.0,50.0,20.0,16.36,49.08,44.516999999999996,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,8.219047416217592,10.431996682108359,9.563047993160536,2.2129492658907672,202.48684816414715,0.0,16.011683818722506,5.4827576622,3.041804078122571,8.261593850374403,-5.219789772251833
D0210,stone,0.35,0.0974,0.1492,0.0642,5.494,4.0,3.0,90.0,3.779,east,2.0,west,0.449,5.0,2.0,1,water,2733.6,4186.0,11442849.6,2,75.0,50.0,20.0,21.976,65.928,51.185,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,7.187108871800288,10.003983405401359,9.015651720601387,2.8168745336010703,215.62435870556672,0.0,20.357565107734313,6.0747795342,2.7449816644392966,11.685951142540304,-8.940969478101007
D0211,stone,0.35,0.0976,0.0,0.1211,4.451,4.0,3.0,0.0,2.504,east,2.0,south,0.681,5.0,2.0,1,water,1522.0,4186.0,6371092.0,2,75.0,50.0,20.0,17.804,53.41199999999999,46.202,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-0.148408394463436,8.854671554292338,4.93174449920305,9.003079948755774,313.6381320191268,0.0,29.52584843193804,6.1050429648,1.5233713660199382,19.483494570102952,-17.960123204083015
D0212,stone,0.35,0.1089,0.0,0.1151,4.939,4.0,3.0,270.0,1.133,north,2.0,north,0.418,5.0,2.0,1,water,854.0,4186.0,3574844.0,2,75.0,50.0,20.0,19.756,59.268,50.501000000000005,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-4.1589760523965,7.950052255668616,1.4056862349742136,12.109028308065117,398.2635303606188,0.0,21.31532224387262,1.6955612387999999,0.4505877096515507,14.510623983833028,-14.060036274181478
D0213,stone,0.35,0.1106,0.0679,0.0,4.556,4.0,3.0,0.0,1.998,east,2.0,west,0.654,5.0,2.0,1,stone,871.1,900.0,783990.0,2,75.0,50.0,20.0,18.224,54.672,47.338,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-7.8405296632374775,7.577448762197125,-1.5435179941933839,15.417978425434603,469.0444318606412,0.0,14.168565858394382,4.6782186984,2.8152328032728833,6.700454150684425,-3.8852213474115413
D0214,stone,0.35,0.1112,0.0,0.1996,5.402,4.0,3.0,180.0,1.873,south,2.0,east,0.599,5.0,2.0,1,stone,2996.9,900.0,2697210.0,2,75.0,50.0,20.0,21.608,64.824,52.539,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-5.584274466999622,7.048412640330966,0.6789422290285844,12.632687107330588,415.7053865033139,0.0,21.309596085620715,4.0167230454,1.912327284806167,13.588455322343957,-11.67612803753779
D0215,stone,0.35,0.1147,0.0,0.199,5.917,4.0,3.0,180.0,0.641,north,2.0,south,0.521,5.0,2.0,1,water,2678.5,4186.0,11212201.0,2,75.0,50.0,20.0,23.668,71.00399999999999,56.861,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,1.246041601925121,9.254667456192228,5.208660802695281,8.008625854267107,306.9921407353132,0.0,33.94704172202495,1.1956471722000002,0.0,27.26420586245932,-27.26420586245932
D0216,stone,0.35,0.116,0.1481,0.1977,4.576,4.0,3.0,270.0,3.125,south,2.0,south,0.45,5.0,2.0,1,stone,785.3,900.0,706770.0,2,75.0,50.0,20.0,18.304,54.91199999999999,46.330999999999996,S10_early_winter,early winter,early winter,2024-11-20,2024-11-20,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-6.34375,-12.14,0.65,3580.2,2.6008333333333336,32.568333333333335,0.0,100.0,0.0,-2.0928390393096388,16.49899036338292,6.741694155912686,18.591829402692557,270.1993402580955,0.0,12.91013020016799,5.03465625,2.4908038492444637,4.864930473636929,-2.3741266243924652
